Name,Text
TTTTD15,"TTTTD15
by Max El-Hag
Five 2-Minute AMRAPs in 12 minutes
AMRAP in 2 minutes
50 Double-Unders
10 Dumbbell Power Cleans (2x50/35 lb)
Max Reps Wall Ball Shots (20/14 lb)
Rest 1 minute between each AMRAP"
(GYM)WOD #77,"(GYM)WOD #77
by Heather Black
4 rounds
25 overhead dumbbell sit ups
20 dumbbell snatch
15 goblet squats
10ea reverse lunge"
STEPHEN HARRELL,"STEPHEN HARRELL
555 Fitness Hero WOD
7 Rounds for Time
5 Overhead Squats (95/65 lb)
Max Thrusters (95/65 lb)
2 minute Rest"
ROBERT WALLACE,"ROBERT WALLACE
555 Fitness Hero WOD
For Time
50 Power Snatches (95/65 lb)
40 Burpees
30 Power Cleans (95/65 lb)
20 GHD Sit-Ups
10 Overhead Squats (95/65 lb)"
(GYM)WOD #137,"(GYM)WOD #137
by Heather Black
4 rounds
(1 minute each, no rest between)
Arnold press
bent over row, left
single-arm chest press, left
bent over row, right
single-arm chest press, right
abs*
1 minute rest between rounds
*ab exercise for each round:
1- plank crunches
2- side plank dips (switch at :30)
3- side plank crunches (switch at :30)
4- plank up-downs"
UP & DOWN,"UP & DOWN
The Box Programming WOD
For Time
9-15-21-15-9 Reps of:
Jumping Lunges
Burpees
Sit-Ups"
CONSTANT VARIANCE,"CONSTANT VARIANCE
by James Fitzgerald
For Time
1 Round of:
15 Wall Ball Shots (20/14 lb, 10/9 ft)
154 Kettlebell Swings (55/35 lb)
15 Box Jump Step Downs (24/20 in)
15 Hang Power Snatches (75/55 lb)
15 Burpees
60 Double-Unders
Then, 2 Rounds of:
15 Hang Power Snatches (75/55 lb)
15 Burpees
60 Double-Unders
15 Box Jump Step Downs (24/20 in)
15 Kettlebell Swings (55/35 lb)
15 Wall Ball Shots (24/14 lb)
Then, 1 Round of:
60 Double-Unders
15 Wall Ball Shots (20/14 lb)
15 Hang Power Snatches (75/55 lb)
15 Burpees
15 Box Jump Step Downs (24/20 in)
15 Kettlebell Swings (55/35 lb)
Finally, 1 Round of:
15 Box Jump Step Downs (24/20 in)
60 Double-Unders
15 Kettlebell Swings (55/35 lb)
15 Hang Power Snatches (75/55 lb)
15 Wall Ball Shots (20/14 lb)
15 Burpees
Rest 5 minutes after each round"
RETIRED CAPT. DAVID DORN,"RETIRED CAPT. DAVID DORN
CrossFit IQ Memorial WOD
AMRAP in 38 minutes
Buy-In: 77 Burpees
In the remaining time, AMRAP of:
6 Chest-to-Bar Pull-Ups
2 Deadlifts (225/185 lb)
20 Plate Ground-to-Overheads (45/25 lb)
200 meter Run"
FIRST RESPONDER,"FIRST RESPONDER
Proving Grounds Hero WOD
2 Rounds for Time
2,001 meter Row
343 Double-Unders
72 Single Dumbbell Box Step Overs (50/35 lb, 24/20 in)"
ENDURE,"ENDURE
by Jeff McBride
AMRAP 33
- 5 DB Thrusters 50/35
- 10 Toes To Bar
- 15 Burpees
- 20 Single Arm DB Snatch 50/35
- 25 Double-Unders
- 30 Sec Plank Hold
- 1 Min Rest"
KESSEL RUN,"KESSEL RUN
Ham Plan WOD
For Time
30 Push-Ups
1,000 meter Weighted Run (15/10 lb)
30 Push-Ups
800 meter Weighted Run (25/15 lb)
30 Push-Ups
400 meter Weighted Run (35/35 lb)
30 Push-Ups
200 meter Weighted Run (45/35 lb)"
EMANUELE REALI,"EMANUELE REALI
Hero WOD
AMRAP in 30 minutes
6 Deadlifts (70% of 1RM)
11 Box Jumps (24/20 in)
18 Burpees"
(GYM)WOD #144,"(GYM)WOD #144
by Heather Black
exercise ball workout
3-5 rounds
15 glute bridge + hamstring curl
30 side crunches, each
15 plank knee tucks
30 pretzel kicks, each
15 single-leg knee tucks, each"
MICHAEL WEINBERG,"MICHAEL WEINBERG
555 Fitness Hero WOD
5 Rounds for Time
500 meter Row
20 Pull-Ups
5 Push Jerks (135/95 lb)"
SPRINT REST SPRINT,"SPRINT REST SPRINT
by Kate Gordon
7 rounds for time of;
200m run
1 minute rest
100m run
2 minute rest"
TTTTD88,"TTTTD88
by Max El-Hag
For Time
75 Alternating Dumbbell Snatches (50/35 lb)
75 Burpee Box Jump Overs (24/20 in)
75 Alternating Dumbbell Snatches (50/35 lb)"
ONE ZONE HOME WOD 41,"ONE ZONE HOME WOD 41
CrossFit One Zone Home WOD
AMRAP in 15 minutes
15 Plank to Squat
10 Bench Dips
5 Handstand Push-Ups"
WILLIAMS,"WILLIAMS
Hyrox Workout of the Week
3 Rounds for Total Reps in 17 minutes
1 minute Wall Ball Shots (20/14 lb)
1 minute Burpees
1 minute Box Jumps (24/20 in)
1 minute Lunges
1 minute Calorie Row
1 minute Rest"
PETER GANCI JR.,"PETER GANCI JR.
555 Fitness Hero WOD
3 Rounds for Time
5 Handstand Push-Ups
10 Push Presses (95/65 lb)
15 Snatches (95/65 lb)
20 Kettlebell Swings (24/16 kg)"
(GYM)WOD #99,"(GYM)WOD #99
by Heather Black
Rx version:
for time
25 calorie bike
50 alternating dumbbell snatch
25 calorie bike
50 alternating dumbbell clean & jerk
25 calorie bike
50 dumbbell thruster
25 calorie bike
50 dumbbell sit ups
scaled version:
25 minute AMRAP
10 calorie bike
20 alternating dumbbell snatch
10 calorie bike
20 alternating dumbbell clean & jerk
10 calorie bike
20 dumbbell thruster
10 calorie bike
20 dumbbell sit ups"
FIRST RESPONSE,"FIRST RESPONSE
GoRuck Hero WOD
For Time
Buy-In: 343 Weighted Box Step-Ups (24/20 in, 30/20 lb)
Then, 9 Rounds of:
11 Crawling Sandbag Drags (60/40 lb)
11 Search Sweep to Tripod (60/40 lb)
11 Sandbag Squats (60/40 lb)
11 Sandbag Over Shoulder Throws (60/40 lb)
Cash-Out: 343 Weighted Box Step-Ups (24/20 in, 30/20 lb)"
TOURING VENICE WITH GRACE AND ISABEL,"TOURING VENICE WITH GRACE AND ISABEL
by Juan Jimenez
For Time
1000 meter Row
30 Snatches (135/105 lb)
1000 meter Row
30 Clean-and-Jerks (135/105 lb)"
BARBELL CIRCUIT #4,"BARBELL CIRCUIT #4
by Heather Black
3-5 sets
10 floor press
8 barbell sit ups
6 z-press"
RICKETTS,"RICKETTS
Islander Athletics Memorial WOD
AMRAP in 17 minutes
10 Ground-to-Overheads (135/95 lb)
14 Pull-Ups
18 Box Jumps (30/24 in)"
SPHINX,"SPHINX
British Hero WOD
From 0:00-10:00:
1 rep max Front Squat

Then, at 10:00:
5 Rounds For Time
2 Rope Climbs
9 Chest-to-Bar Pull-Ups
4 Front Squats (80% of 1 rep max)
5 Strict Handstand Push-Ups"
SHERIFF WOODY,"SHERIFF WOODY
PRVN Fitness WOD
For Time
50 Hang Squat Snatches (95/65 lb)

Every minute on the minute starting at 0:00, complete:
6 Bar Facing Burpees

Time Cap: 8 minutes"
QUARTER POUNDER,"QUARTER POUNDER
by Jamie Hagiya
25 Rounds
4 Bar-facing Burpees
3 Handstand Push-ups
2 Pistols
1 Squat Snatch 155/105#"
THOMAS FARINO,"THOMAS FARINO
555 Fitness Hero WOD
For Time
200 Double-Unders
150 Air Squats
100 Sit-Ups
50 Box Jumps (24/20 in)
25 Clean-and-Jerks (155/105 lb)"
TTTTD86,"TTTTD86
by Max El-Hag
AMRAP in 20 minutes
25 foot Regional Walking Lunges (2x50/35 lb)*
10 Toes-to-Bars
25 foot Regional Walking Lunges (2x50/35 lb)*
10 Kipping Handstand Push-Ups
*Regional Walking Lunge consists of 1 Dumbbell Overhead and 1 Dumbbell on Front Rack."
CARNAGE,"CARNAGE
Ham Plan WOD
AMRAP in 12 minutes
20 Chest-to-Bar Pull-Ups
20 Burpees to Target (6 in)"
RUCK AT HOME WOD #17,"RUCK AT HOME WOD #17
GoRuck At Home Series WOD
5 Rounds for Time
400 meter Ruck Run (30/20 lb)
20 Rucksack Sumo Deadlifts (30/20 lb)
1 minute Rucksack Overhead Hold (30/20 lb)"
EVANS,"EVANS
Hero WOD
For Time
100 Push-Ups
100 Kettlebell Swings (24/16 kg)
100 Toes-to-Bars
100 ft Rope Climbs (accumulate over multiple ascents)"
FRANK BONOMO,"FRANK BONOMO
555 Fitness Hero WOD
For Time
30 Hang Squat Cleans (155/105 lb)
30 Pull-Ups"
041021,"041021
by WeightvestWOD
5 rounds for time:
24 pullups
12 DB squat snatches (1-arm)
6 DB devil presses (1-arm)"
LICANCABUR,"LICANCABUR
Ham Plan WOD
For Time
2 minute Plank Hold (accumulate)
5 Bar Facing Burpees
100 Back Squats (135/95 lb)*
2 minute Plank Hold (accumulate)

*Each time you drop the Bar, perform:
5 Bar Facing Burpees"
LIVING ROOM MASH 26,"LIVING ROOM MASH 26
Home WOD by WOD Roulette
21-15-9 Reps for Time
Stiff-Legged Deadlifts (pick load & object)
Left Leg Pistols
Right Leg Pistols"
CHINO,"CHINO
Memorial WOD for Daniel Perez
For Time
800 meter Run
30 Toes-to-Bars
30 Wall Ball Shots (20/14 lb)
600 meter Run
20 Toes-to-Bars
20 Wall Ball Shots (20/14 lb)
400 meter Run
10 Toes-to-Bars
10 Wall Ball Shots (20/14 lb)
200 meter Run
50 Bar Muscle-Ups
Each time you drop from the Pull-Up Bar, perform a Burpee penalty. Add 1 rep for each drop. Ex: 1st drop = 1 Burpee, 2nd drop = 2 Burpees, etc."
CHRISTIAN HARRIS,"CHRISTIAN HARRIS
Morning Chalk Up Workout of the Week
30 Rounds for Time
500/400 meter Bike Erg
3 Muscle-Ups
1 Sandbag Over Shoulder (200/150 lb)

Time Cap: 60 minutes"
SUPLEX,"SUPLEX
by Luke Downing
21-18-15-12-9-6-3 reps
KB Thrusters
Burpees
KB American Swings
Butterfly Sit ups"
(GYM)WOD #124,"(GYM)WOD #124
by Heather Black
kettlebell workout
4 rounds
1 minute each, no rest between
goblet squats
sumo deadlift high pull
Russian twists
alternating single-arm kb swings
plank passes
1 minute rest between rounds"
20 4'S,"20 4'S
by Dorian Medina
4 Rounds
20 Cal Bike
20 Wall Balls
20 KB Swing
20 V-ups"
ANNIE ON ROIDS,"ANNIE ON ROIDS
by David Scharff
50-40-30-20-10
Triple-Unders
GHD Sit-Ups"
LAST MAN STANDING,"LAST MAN STANDING
2019 Brazil CrossFit Championship Sanctional WOD #7 (aka: ""BCC Sanctional 19.7"")
For Time
20 calorie Assault Bike
12 meter Kettlebell Overhead Walking Lunges (24/16 kg)"
PAT BONNETTE,"PAT BONNETTE
CrossFit Embolden Memorial WOD
For Time (with a Partner)
Cash-In: 400 meter Medicine Ball Run (20/14 lb, together)
Then, 10 Rounds of:
6 Deadlifts (225/155 lb)
8 Pull-Ups
11 Kettlebell Swings (53/35 lb)
18 Double-Unders
Cash-Out: 700 meter Row"
PATRIOT,"PATRIOT
GarageGymAthlete Benchmark WOD
For Time
100 Clean-and-Jerks (135/95 lb)
100 Pull-Ups"
THE 80S,"THE 80S
2017 Dubai Fitness Championship Finals WOD #10 (aka: ""DXB Finals 17.10"")
For Time
80 Kettlebell Snatches (32/24 kg)
8 Burpee Box Jump Overs (24/20 in)*
*Perform every break or change of hands.
Time Cap: 8 minutes"
AMRAP 4 AUTISM 2016,"AMRAP 4 AUTISM 2016
Tribute WOD
AMRAP (with a Partner) in 32 minutes
42 Snatches (95/65 lb)
42 Burpees
42 Front Rack Lunges (95/65 lb)
42 Thrusters (95/65 lb)
42 Sit-Ups
42 Power Cleans (95/65 lb)
42 Push-Ups (together)
400 meter Concourse Run"
GTFO 2020,"GTFO 2020
by Jamie Hagiya
For Time:
20 Deadlifts (95/65)
20 Push Ups
20 Front Squats (95/65)
20 V-Ups
20 Hang Power Cleans (95/65)
20 Wall Balls (20/14)
20 Kettlebell Swings (53/35)
20 G.I. Janes (1 Burpee + 1 Jumping Pull Up)
20 Shoulder to Overhead (95/65)
20 Russian Twist (Kettlebell 53/35) total not per side
20 Power Snatch (95/65)
20 Handstand Push Ups (Piked Push Ups)
20 Bar Muscle Ups (Chest to Bar Pull Ups or Pull Ups or Renegade Rows)
20 Overhead Squats (95/65)
20 Toes to Bar (or Sit Ups)
20m (65 feet) Handstand Walk (or Bear Crawl)
20 Box Jumps (24""/20"")
20 Cal Row (50 Mountain Climbers)
20 Thrusters (95/65)
20 Burpees
*20 Double Unders after each movement"
STREET PARKING SANDBAG 2,"STREET PARKING SANDBAG 2
Street Parking Sandbag WOD #2
For Time
30 Sandbag over Shoulders (60/40 lb)
100 Sandbag Hop Overs
60 Sandbag Front Squats (60/40 lb)
100 Sandbag Hop Overs
90 Back Squats (60/40 lb)"
2150,"2150
by Rick Ellis
For Time
2,000 meter Row
100 Weighted Box Step-Ups (20/14 lb weight vest)
50 Burpees"
UNSCHAIKABLE,"UNSCHAIKABLE
Hudson River Athletics Memorial WOD
4 Rounds for Time
1 minute 11 second Plank Hold
11 Bar Facing Burpees
12 Shoulder-to-Overheads (115/85 lb)
18 Push-Ups
20 Power Cleans (115/85 lb)

1 minute 11 second Plank Hold
11 Bar Facing Burpees
12 Shoulder-to-Overheads (115/85 lb)
18 Push-Ups
20 Wall Ball Shots (30/20 lb)

1 minute 11 second Plank Hold
11 Bar Facing Burpees
12 Shoulder-to-Overheads (115/85 lb)
18 Push-Ups
20 Pull-Ups (115/85 lb)

1 minute 11 second Plank Hold
11 Bar Facing Burpees
12 Shoulder-to-Overheads (115/85 lb)
18 Push-Ups
20 Thrusters (115/85 lb)"
FRANTIC,"FRANTIC
by David Scharff
21-15-9
Thrusters 95/65
Pull ups
Handstand push ups
American kettlebell swings red/grey
Box jumps"
THOMAS DEANGELIS,"THOMAS DEANGELIS
555 Fitness Hero WOD
8 Rounds for Time
3 Thrusters (185/135 lb)
5 Box Jumps (30/24 in)
3 Cleans (185/135 lb)
5 Burpee Ring Dips"
HUMPBACK CATSHARK,"HUMPBACK CATSHARK
Ham Plan WOD
3 Rounds for Time
400 meter Run
50 Wall Ball Shots (20/14 lb)
Every time you break the Wall Ball Shots, complete:
10/7 calorie Bike"
LOCH NESS MONSTER,"LOCH NESS MONSTER
Ham Plan WOD
AMRAP in 20 minutes
10 Box Facing Burpee Box Jumps (24/20 in)
20 Kettlebell Swings (70/53 lb)
60 Double-Unders"
ROCKY ROAD,"ROCKY ROAD
Ham Plan WOD
AMRAP in 10 minutes
10 Box Jumps (30/24 in)
30 foot Handstand Walk"
REGATTA SID,"REGATTA SID
2020 Strength in Depth Sanctional WOD #3 (aka: ""SID Sanctional 20.3"")
For Time
500 meter Row on Water
Time Cap: 5 minutes"
PAINSTORM XXXIII,"PAINSTORM XXXIII
Classic Benchmark WOD
3 Rounds for Total Reps in 35 minutes
In 5 minutes, complete:
400 meter Run
Max Ground-to-Overheads (135/95 lb)
Rest 1 minute
In 5 minutes, complete:
400 meter Run
Max Mucle-Ups
Rest 1 minute"
CURFEW SOLUTION (HOME WORKOUT),"CURFEW SOLUTION (HOME WORKOUT)
by Lucas B Ferreira
30 min EMOM
Odd: 40 sec air squats
Even: 40 sec dumbbell burpees (2x25/15)"
MINNESOTA 3,"MINNESOTA 3
CrossFit Uffda Hero WOD
5 Rounds for Time
12 Handstand Push-Ups
19 Chest-to-Bar Pull-Ups
30 Reverse Lunge Steps
28 Deadlifts (155/105 lb)
28 Push Presses (2x50/35 lb)"
LIVING ROOM MASH 82,"LIVING ROOM MASH 82
Home WOD by WOD Roulette
AMRAP in 12 minutes
2 Wall Walks
30 Flutter Kicks
60 Double-Unders"
TIN TRAIL,"TIN TRAIL
2020 Strength in Depth Sanctional WOD #6 (aka: ""SID Sanctional 20.6"")
4 Rounds for Time
3 Rope Climbs
12 meter Handstand Walk
3 Rope Climbs
12 meter Handstand Walk
20 meter Yoke Carry (250/160 kg)
Time Cap: 15 minutes"
ANTIPOLIS HOME WOD 22,"ANTIPOLIS HOME WOD 22
CrossFit Antipolis Home WOD
AMRAP in 25 minutes
20 Single-Arm Dumbbell Floor Presses (50/35 lb)
20 Devil Presses (2x50/35 lb)
20 Hand Release Push-Ups
20 Devil Presses (2x50/35 lb)"
TTTTD33,"TTTTD33
by Max El-Hag
AMRAP in 15 minutes
2 Rounds of:
50 Double-Unders
10 Pogo Jump Burpees
16 Shoulder-to-Overheads (135/95 lb)
Then, 2 Rounds of:
50 Double-Unders
10 Pogo Jump Burpees
12 Shoulder-to-Overheads (165/115 lb)
Then, 2 Rounds of:
50 Double-Unders
10 Pogo Jump Burpees
8 Shoulder-to-Overheads (195/135 lb)
Finally, AMRAP in the remaining time of:
50 Double-Unders
10 Pogo Jump Burpees
4 Shoulder-to-Overheads (225/155 lb)"
THE PROGRM MASH WEEK 31,"THE PROGRM MASH WEEK 31
by John Singleton
For time:

5 rounds for time:
250m Run
1 Clean (Anyhow, increasing weight)

Female: 60/65/70/75/80*kg
Male: 90/95/100/105/110*kg

*Last clean no more than 80% of current 1RM.

5 min Rest

10 – 8 – 6 – 4 – 2
Wall Walks
Thrusters 60/45kg

5 min Rest

For time:
12 RMU / HSPU
24 BMU / Burpee pull-up
12 RMU / 24 Ring rows

5 min Rest

5 rounds for time:
250m Run
15 TTB / Leg raises"
HOP TO OVERHEADS,"HOP TO OVERHEADS
by WeightvestWOD
For time:
30 dumbbell ground to overhead
50 hop over dumbbell
20 dumbbell squat snatches (alt.)
50 hop over dumbbell
10 dumbbell devil presses (alt.)

Use a 22,5/15kg dumbbell"
ALLEN,"ALLEN
Cristini Athletics Markham Memorial WOD
For Time
50 foot Handstand Walk
9 Strict Deficit Handstand Push-Ups (4/2 in)
21 Front Squats (135/95 lb)
50 foot Handstand Walk
9 Ring Muscle-Ups
21 Squat Snatches (135/95 lb)
50 foot Handstand Walk
9 Bar Muscle-Ups
21 Thrusters (135/95 lb)
70 Pistols
Time Cap: 30 minutes"
TTTTD68,"TTTTD68
by Max El-Hag
With a Running Clock in 14 minutes
From 0:00-7:00, 12-9-6-3 reps of:
Dumbbell Devil Presses (2x50/35 lb)
Burpee Box Jump Overs (24/10 in)
From 7:00-14:00, establish:
1 rep max Hang Squat Clean"
DUELLING BELLS,"DUELLING BELLS
by Luke Downing
10 rounds
10 KB Russian Swings
5 DB Thrusters

*Weight for KB = 1/2 BW
Weight for 2xDB= 1/2 BW"
DOTTIR,"DOTTIR
2019 Dubai CrossFit Challenge Sanctional WOD #9 (aka: ""DCC Sanctional 19.9"")
For Time
12 Bar Muscle-Ups
21 Deadlifts (100/70 kg)
9 Bar Muscle-Ups
15 Hang Power Cleans (100/70 kg)
6 Bar Muscle-Ups
9 Shoulder-to-Overheads (100/70 kg)

Time Cap: 6 minutes"
CORNELIUS,"CORNELIUS
by Shaun Spencer
For Time (25-minute cap)
26 reps
C - CLEANS
0 - OVERHEAD LUNGES OR SQUATS
R - BENT OVER ROWS
N - NEGATIVE DEADLIFT
E - ELBOW TO KNEE
L - LATERAL JUMP OVER DUMBBELL
I - INCH WORM
U - UP DOWNS
S - SNATCH
*20 seconds work, 20 seconds 1 burpee + rest and repeat."
FUNC’Y,"FUNC’Y
by Luke Downing
4 Rounds
400m Run
30m Farmers Walk (1/2 BW per hand)
20 Air Squats
10 Burpees"
LIVING ROOM MASH 3,"LIVING ROOM MASH 3
Home WOD by WOD Roulette
For Time
50 Duffel Bag Ground-to-Overheads
75 Duffel Bag Deadlifts
100 Duffel Bag Swings
75 Duffel Bag Sit-Ups
50 Duffel Bag Overhead Squats"
BIGDOG JUMPING DEADLIFT,"BIGDOG JUMPING DEADLIFT
by Loli Sánchez Sanjorge
6 ROUNDS FOR TIME
16 Deadlift 70/50kg
90 Double Unders"
CROUP,"CROUP
by Jeff McBride
AMRAP 30
- 15 Row Cals
- 2, 4, 6... (increase 2 each round) KB Taters 53/30
- 25 Double-Unders
- 2, 4, 6... (increase 2 each round) Single KB Clean 53/30"
PUMP-A-LICIOUS,"PUMP-A-LICIOUS
by David Scharff
5 sets
30 sec Max effort strict ring dip (don’t come out of ring support)
1 min rest
30 sec Max effort strict pull up (don’t let go of the bar)
1 min rest"
ONE ZONE HOME WOD 64,"ONE ZONE HOME WOD 64
CrossFit One Zone Home WOD
For Time
60 Burpees

Then, 8 Rounds of:
20 second Max Double-Unders
10 second Rest
20 second Superman Hold
10 second Rest

Finally, AMRAP in 8 minutes of:
Push-Ups"
BATTLEGROUND 24,"BATTLEGROUND 24
Assault Fitness Benchmark WOD
AMRAP in 24 minutes
24 calorie Assault Air Bike
24 Thrusters (95/65 lb)
24 Bar-Facing Burpees
24 Knees-to-Elbows"
THE FINAL COUNTDOWN,"THE FINAL COUNTDOWN
Paradiso CrossFit Benchmark WOD
For Time
12-10-8-6-4-2 reps of:
Overhead Squats (115/75 lb)
Pull-Ups"
PACIFIC WHALE LAST WOD,"PACIFIC WHALE LAST WOD
by Loli Sánchez Sanjorge
31' AMRAP TEAM 3
31 Synchro T2B
12 Synchro American Kettlebell Swing 24/16kg
AT1: 20 cal Assault Bike
AT2+AT3: Max Slam Ball over two Boxes"
PHOBOS AND DIMOS,"PHOBOS AND DIMOS
Ham Plan January Challenge WOD
For Time
2 mile Kettlebell Carry (72/53 lb)
Rest as long as needed
Then, AMRAP in 5 minutes of:
Kettlebell Goblet Squats (53/35 lb)"
SASHA,"SASHA
by Shaun Spencer
13 x Rounds
(S) 13 x Single Arm Kneeling Shoulder Press
(A) 13 x Alternating KB / DB Swings
(S) 13 x Sit-Ups
(H) 13 x Hand Release Push Ups
(A) 13 x Air Squats
CASH OUT -
3 Dog Makers*
26 - UP Downs
20 - Mountain Climbers
* One Dog Maker is a Double Dumbbell Burpee to plank, move weight left/right arm forward back, hop up straight into double front rack squats x 2"
WALK THE PLANK,"WALK THE PLANK
GarageGymAthlete Benchmark WOD
10 Rounds for Max Distance
Max Effort Zercher Walk (60% Bodyweight)
2 minute Plank Hold"
SANDRA BLAND,"SANDRA BLAND
Iron Roots Athlete Memorial WOD
For Time
Buy-In: 1,987 meter Bike
Directly into, 3 Rounds of:
2 Handstand Push-Ups
7 Deadlifts (245/195 lb)
28 Wall Ball Shots (20/14 lb)
Cash-Out: 2,015 meter Bike"
RIP IT UP,"RIP IT UP
by Luke Downing
20-16-12-8-4 reps
KB Alt Arm Cleans (40/32kg)
Hand Release Push Ups
Burpees"
OUTSIDE THE BOX #3,"OUTSIDE THE BOX #3
Limited Equipment WOD by @3kings_athletics
AMRAP in 20 minutes
200 meter Run
30 Double-Unders
20 Air Squats
10 Burpee Tuck Jumps"
DAN,"DAN
Cigar City CrossFit Memorial WOD
AMRAP in 26 minutes
1 Deadlift (315/225 lb)
5 Pull-Ups
7 Push-Ups
9 Toes-to-Bars
300 meter Run

Wear a Weight Vest (20/14 lb)"
(GYM)WOD #61,"(GYM)WOD #61
by Heather Black
6 rounds
6 deadlift
6 hang clean
6 push press
6 back squat
6 burpee box jumps
600m row"
WOD2012001,"WOD2012001
Coach Creation WOD
As many Rounds as possible in 20 min
10 Pull ups
10 Power snatch 40/20kg
10 Ghd Sit-Ups
10 DB Walking Lunges 15KG
10 DB Chest press 15Kg
10 Jerk 40/20kg"
THIS IS A TRAP,"THIS IS A TRAP
by Jacob Heppner
For Time
50 Wall Ball Shots (30/20 lb)
50 Alternating Dumbbell Hang Snatches (70/50 lb)
50 Wall Ball Shots (30/20 lb)
50 Bar Facing Burpees
Time Cap: 8 minutes"
PUCCIO,"PUCCIO
CrossFit SPRAG Memorial WOD
For Time
1,000 meter Row
30 Power Cleans (135/95 lb)
30 Back Squats (135/95 lb)
1 mile Run"
LIVING ROOM MASH 14,"LIVING ROOM MASH 14
Home WOD by WOD Roulette
10 Rounds for Time
5 Tuck Jumps
10 Burpees
15 Hollow Rocks
20 Box Step-Ups"
VOODOO DOLL,"VOODOO DOLL
Halloween WOD by @brookeence
For Time
150 Wall Ball Shots (20/14 lb)

Every minute on the minute, complete:
5 Burpees"
DAY OF THE DEAD,"DAY OF THE DEAD
Halloween WOD by @crossfitcowboy45
7 Rounds for Time
35 Double-Unders
5 Deadlifts (335/235 lb)
5 Bar Facing Burpees
Time Cap: 12 minutes"
MICHAEL MONTESI,"MICHAEL MONTESI
555 Fitness Hero WOD
EMOM for 20 minutes
1 Clean-and-Jerk (80% of 1 RM)
1 Clean (1 RM)
5 Burpee Box Jumps (24/20 in)"
BARE COVE TRAVEL WOD 17,"BARE COVE TRAVEL WOD 17
Limited Equipment Workout by @rcfbarecove
3 Rounds for Time
25 Tuck Jumps
15 Sit-Ups
5 Burpees"
THE PROGRM MASH WEEK 16,"THE PROGRM MASH WEEK 16
by John Singleton
For time:

Buy in: 10 Burpee RMU / 15 Burpee Pull Ups

directly into

5 rounds for time:
10 DB Snatches 2 x 22.5/15kg
10 Box jump overs 24/20in
10 Cal Bike

5 min Rest, then

Buy in: 20 Burpee Pull ups / 30 Burpees

directly into

4 rounds for time:
10 DB Power Clean + Jerk 2 x 22.5/15kg
10 Box Step Overs with 24/20in 2 x 22.5/15kg
10 Cal Row

5 min Rest, then

Buy in: 10 Burpee BMU / 15 Burpee Pull Ups

directly into

3 rounds for time:
10 Hang DB clusters 2 x 22.5/15kg
10 Burpee box step overs with DBs 24/20in
10 Cal Ski"
CONFUSED 2K,"CONFUSED 2K
GarageGymAthlete Benchmark WOD
10 Rounds for Time
200 meter Row
Front Rack Barbell Hold (Bodyweight)*
*Hold the barbell for the duration of the 200 meter Row."
TIGER BALM,"TIGER BALM
by Ben Bergeron
AMRAP in 20 minutes
7 Dumbbell Power Clean-and-Jerks (2x50/35 lb)
40 Double-Unders"
BOSTIN',"BOSTIN'
by Luke Downing
10 min AMRAP
+1 Burpees
+2 H/R Push ups
+3 Air Squats"
BARE COVE TRAVEL WOD 37,"BARE COVE TRAVEL WOD 37
Limited Equipment Workout by @rcfbarecove
AMRAP in 20 minutes
5 Handstand Push-Ups
10 Alternating Pistols
15 Push-Ups"
LIVING ROOM MASH 57,"LIVING ROOM MASH 57
Home WOD by WOD Roulette
20 Rounds for Time
5 Handstand Push-Ups
10 Jumping Squats
15 Hollow Rocks"
(GYM)WOD #152,"(GYM)WOD #152
by Heather Black
20 Minute AMRAP
6 hang clean & jerk*
8 burpee over bar
10 barbell rollouts
*add 1 clean & jerk each round"
THE SH!T SHOW 200621,"THE SH!T SHOW 200621
by Jamie Hagiya
For Time
100 Bar Facing Burpees
Every 2 minutes, perform:
6 Kettlebell Swings (70/53 lb)
Then, complete:
50 Squat Snatches (115/75 lb)
100 Double-Unders
Every time you break, perform:
4 Burpees"
SAMSON,"SAMSON
The Bridge Fitness Guam Hero WOD
2 Rounds for Time
1 mile Run
Then, 7 sets of:
10 Box Step Overs (24/20 in)
20 Alternating Reverse Lunges
8 Air Squats
Wear a Weight Vest (20/14 lb)"
